City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
383,Kotdwara,IN,2021-07-22 06:46:39,29.75,78.5333,85.06,72,99,1.28
384,Yar-Sale,RU,2021-07-22 06:46:40,66.8333,70.8333,69.82,41,8,16.44
385,Yuzhno-Kurilsk,RU,2021-07-22 06:46:40,44.0306,145.8556,64.76,89,43,7.61
386,Cidreira,BR,2021-07-22 06:46:41,-30.1811,-50.2056,52.63,71,4,5.06
387,Semirom,IR,2021-07-22 06:46:41,31.4167,51.5667,80.56,17,39,2.33
388,Falun,SE,2021-07-22 06:46:41,60.6036,15.626,68.22,65,83,4.94
389,Atbasar,KZ,2021-07-22 06:46:42,51.8,68.3333,82.71,30,3,5.64
390,Namatanai,PG,2021-07-22 06:46:42,-3.6667,152.4333,81.52,80,84,5.97
391,Boralday,KZ,2021-07-22 06:46:43,43.3578,76.8594,93.18,20,37,8.12
392,Smolensk,RU,2021-07-22 06:46:43,55.0,33.0,64.15,48,0,9.33
393,Srednekolymsk,RU,2021-07-22 06:46:44,67.45,153.6833,67.73,50,100,3.06
394,Sozimskiy,RU,2021-07-22 06:46:44,59.7418,52.2482,63.23,64,100,4.85
395,Bonavista,CA,2021-07-22 06:46:45,48.6499,-53.1147,50.11,88,100,9.22
396,Glenwood Springs,US,2021-07-22 06:46:46,39.5505,-107.3248,74.32,87,90,8.05
397,Khonsa,IN,2021-07-22 06:46:47,27.0167,95.5667,85.23,68,33,2.04
398,Luanshya,ZM,2021-07-22 06:46:47,-13.1367,28.4166,51.57,36,3,8.14
399,Avera,US,2021-07-22 06:46:47,33.194,-82.5271,76.71,93,69,4.18
400,Majalgaon,IN,2021-07-22 06:46:48,19.15,76.2333,77.9,83,100,16.11
401,Esperance,AU,2021-07-22 06:46:49,-33.8667,121.9,57.04,68,100,12.88
402,Anchorage,US,2021-07-22 06:45:07,61.2181,-149.9003,57.65,93,90,3.44
403,Pisco,PE,2021-07-22 06:46:49,-13.7,-76.2167,61.02,82,90,3.44
404,Hasaki,JP,2021-07-22 06:46:50,35.7333,140.8333,88.09,72,88,8.59
405,Mitsamiouli,KM,2021-07-22 06:46:51,-11.3847,43.2844,78.64,65,0,9.89
406,Montoro,ES,2021-07-22 06:46:51,38.0241,-4.3834,81.99,21,0,1.95
407,Zheleznogorsk-Ilimskiy,RU,2021-07-22 06:46:52,56.5768,104.1217,63.9,88,94,3.47
408,Khash,IR,2021-07-22 06:46:52,28.2211,61.2158,92.26,8,0,20.22
409,Ginda,IN,2021-07-22 06:46:53,30.6945,78.4932,70.39,86,99,3.31
410,Cockburn Town,TC,2021-07-22 06:46:54,21.4612,-71.1419,81.45,76,0,18.52
411,Sioux Lookout,CA,2021-07-22 06:46:54,50.1001,-91.917,62.98,77,90,0.0
412,Staryy Oskol,RU,2021-07-22 06:46:55,51.2967,37.8417,70.83,58,82,14.09
413,Sabang,ID,2021-07-22 06:46:55,5.8933,95.3214,83.35,76,26,24.81
414,Sampang,ID,2021-07-22 06:46:56,-7.1872,113.2394,85.95,58,98,10.67
415,Luang Prabang,LA,2021-07-22 06:46:56,19.8856,102.1347,87.76,62,75,6.91
416,Zabaykalsk,RU,2021-07-22 06:46:57,49.6333,117.3167,89.31,42,23,15.14
417,Kayerkan,RU,2021-07-22 06:46:57,69.3497,87.7602,68.92,43,100,19.8
418,Pomabamba,PE,2021-07-22 06:46:57,-8.8333,-77.4667,42.91,91,7,2.73
419,Rocha,UY,2021-07-22 06:46:58,-34.4833,-54.3333,43.93,82,100,5.93
420,Naryan-Mar,RU,2021-07-22 06:46:58,67.6713,53.087,52.39,62,100,14.72
421,Petropavlovsk-Kamchatskiy,RU,2021-07-22 06:46:59,53.0452,158.6483,61.39,77,20,13.42
422,Komsomolskiy,UZ,2021-07-22 06:46:59,40.4272,71.7189,89.02,30,0,6.91
423,Atambua,ID,2021-07-22 06:47:00,-9.1061,124.8925,81.54,49,84,0.98
424,Missoula,US,2021-07-22 06:47:01,47.0166,-113.8009,61.2,66,0,2.53
425,Paita,PE,2021-07-22 06:47:01,-5.0892,-81.1144,64.87,85,8,11.03
426,Yabrud,SY,2021-07-22 06:47:02,33.9674,36.6574,71.26,19,0,3.24
427,Mariental,NA,2021-07-22 06:47:02,-24.6333,17.9667,43.02,20,0,5.61
428,Hovd,MN,2021-07-22 06:47:03,48.0056,91.6419,85.28,19,73,9.33
429,Mastic Beach,US,2021-07-22 06:47:03,40.7668,-72.8521,70.05,80,1,1.99
430,Brookings,US,2021-07-22 06:45:35,44.3114,-96.7984,73.69,87,1,12.66
431,Kalakamati,BW,2021-07-22 06:47:04,-20.5929,27.3121,58.06,31,0,10.27
432,Havre-Saint-Pierre,CA,2021-07-22 06:47:04,50.2334,-63.5986,57.56,82,90,6.91
433,Nantucket,US,2021-07-22 06:47:05,41.2835,-70.0995,68.97,89,0,17.31
434,Rawson,AR,2021-07-22 06:47:05,-43.3002,-65.1023,52.03,55,100,8.93
435,Susanville,US,2021-07-22 06:47:06,40.4163,-120.653,53.82,22,0,4.23
436,Neiafu,TO,2021-07-22 06:47:06,-18.65,-173.9833,77.68,73,20,5.75
437,Gospic,HR,2021-07-22 06:47:07,44.5461,15.3747,71.29,48,36,6.78
438,Naze,JP,2021-07-22 06:47:08,28.3667,129.4833,77.92,90,100,26.69
439,Muros,ES,2021-07-22 06:47:08,42.7762,-9.0603,63.23,87,9,2.75
440,Hailey,US,2021-07-22 06:47:09,43.5196,-114.3153,62.46,67,1,5.75
441,Sargatskoye,RU,2021-07-22 06:47:09,55.6101,73.4972,82.89,38,8,11.52
442,Warwick,US,2021-07-22 06:46:07,41.7001,-71.4162,66.9,82,1,8.05
443,Port Lincoln,AU,2021-07-22 06:47:10,-34.7333,135.8667,49.12,89,100,7.74
444,Quelimane,MZ,2021-07-22 06:47:11,-17.8786,36.8883,69.75,94,40,0.0
445,Marand,IR,2021-07-22 06:47:11,38.4329,45.7749,89.94,29,0,1.74
446,Banda Aceh,ID,2021-07-22 06:47:12,5.5577,95.3222,87.17,63,85,18.05
447,Vanimo,PG,2021-07-22 06:47:12,-2.6741,141.3028,84.15,72,80,5.12
448,Faya,SA,2021-07-22 06:47:13,18.3851,42.4509,69.91,70,35,10.56
449,Xinye,CN,2021-07-22 06:47:13,32.5186,112.3522,89.58,66,100,7.9
450,Taquarituba,BR,2021-07-22 06:47:13,-23.5331,-49.2444,46.78,49,0,4.47
451,Coquimbo,CL,2021-07-22 06:47:14,-29.9533,-71.3436,47.93,100,90,4.61
452,Batagay-Alyta,RU,2021-07-22 06:47:15,67.8006,130.4114,69.66,38,6,6.42
453,Pangai,TO,2021-07-22 06:47:15,-19.8,-174.35,77.11,73,20,12.66
454,Pacific Grove,US,2021-07-22 06:47:16,36.6177,-121.9166,61.81,88,90,1.99
455,Muttupet,IN,2021-07-22 06:47:16,10.4,79.4833,91.47,47,100,11.72
456,Alofi,NU,2021-07-22 06:47:17,-19.0595,-169.9187,75.09,94,52,10.36
457,Jibuti,DJ,2021-07-22 06:47:17,11.5,42.5,94.42,40,78,14.23
458,Itarema,BR,2021-07-22 06:47:18,-2.9248,-39.9167,76.89,81,21,14.41
459,Halifax,CA,2021-07-22 06:45:09,44.6453,-63.5724,67.08,94,100,1.14
460,Katangli,RU,2021-07-22 06:47:19,51.7102,143.2326,73.6,76,100,4.56
461,Lyubashivka,UA,2021-07-22 06:47:19,47.8372,30.2598,69.28,66,16,16.46
462,Mersing,MY,2021-07-22 06:47:20,2.4312,103.8405,91.31,70,40,8.05
463,Acoyapa,NI,2021-07-22 06:47:21,11.9703,-85.1711,76.89,86,100,14.97
464,Vila,PT,2021-07-22 06:47:22,42.0304,-8.1588,57.94,82,3,0.09
465,Russell,US,2021-07-22 06:46:55,32.3502,-85.1999,74.48,94,90,0.0
466,Vallenar,CL,2021-07-22 06:47:22,-28.5708,-70.7581,59.25,39,6,1.79
467,Waddan,LY,2021-07-22 06:47:23,29.1614,16.139,79.23,46,0,6.2
468,Isangel,VU,2021-07-22 06:47:23,-19.55,169.2667,78.91,78,75,5.75
469,Lavrentiya,RU,2021-07-22 06:45:39,65.5833,-171.0,38.53,85,100,7.09
470,Besikduzu,TR,2021-07-22 06:47:24,41.052,39.2284,82.29,86,81,9.19
471,Vadso,NO,2021-07-22 06:47:25,70.0744,29.7487,46.35,81,75,12.66
472,Owando,CG,2021-07-22 06:47:25,-0.4819,15.8999,82.15,43,89,5.7
473,Makubetsu,JP,2021-07-22 06:47:26,45.3714,141.8211,82.11,69,75,8.05
474,Dutlwe,BW,2021-07-22 06:47:26,-23.9833,23.9,41.61,30,0,15.1
475,Elat,IL,2021-07-22 06:47:28,29.5581,34.9482,87.64,30,0,13.8
476,Kenai,US,2021-07-22 06:47:28,60.5544,-151.2583,57.02,94,90,8.05
477,Plettenberg Bay,ZA,2021-07-22 06:47:29,-34.0527,23.3716,48.52,75,100,19.15
478,Christchurch,NZ,2021-07-22 06:47:29,-43.5333,172.6333,48.0,87,75,4.0
479,Longido,TZ,2021-07-22 06:47:30,-2.7333,36.6833,69.04,58,12,4.72
480,Fare,PF,2021-07-22 06:47:30,-16.7,-151.0167,78.33,77,3,14.38
481,Douglas,US,2021-07-22 06:47:31,41.3,-96.167,74.98,82,1,4.61
482,Moses Lake,US,2021-07-22 06:47:31,47.1301,-119.2781,66.88,36,1,3.44
483,Skjervoy,NO,2021-07-22 06:47:32,70.0311,20.9714,48.2,88,100,23.94
484,Ulaanbaatar,MN,2021-07-22 06:47:32,47.9077,106.8832,69.93,56,40,8.95
485,Marawi,PH,2021-07-22 06:47:33,7.9986,124.2928,77.74,65,100,7.81
486,Mercedes,AR,2021-07-22 06:47:33,-34.6515,-59.4307,50.85,89,26,7.18
487,Codrington,AU,2021-07-22 06:47:34,-38.2667,141.9667,48.81,66,100,14.63
488,Cabra,ES,2021-07-22 06:47:34,37.4725,-4.4421,78.91,37,0,2.57
489,Pelotas,BR,2021-07-22 06:44:42,-31.7719,-52.3425,43.86,69,12,4.23
490,Bilibino,RU,2021-07-22 06:47:35,68.0546,166.4372,67.95,27,75,4.21
491,Santarem,BR,2021-07-22 06:47:35,-2.4431,-54.7083,75.33,100,20,0.0
492,Hit,IQ,2021-07-22 06:47:36,33.6416,42.8251,99.19,17,0,16.58
493,Te Anau,NZ,2021-07-22 06:47:36,-45.4167,167.7167,39.72,93,19,0.94
494,Labuhan,ID,2021-07-22 06:47:37,-6.8844,112.2051,87.15,60,55,10.67
495,Marienburg,PL,2021-07-22 06:47:37,54.0359,19.0266,70.88,63,61,6.42
496,Jumla,NP,2021-07-22 06:47:38,29.2747,82.1838,69.28,83,98,3.15
497,Mount Gambier,AU,2021-07-22 06:47:38,-37.8333,140.7667,46.31,81,90,17.27
498,San Carlos De Bariloche,AR,2021-07-22 06:47:39,-41.1456,-71.3082,35.35,64,0,0.0
499,Nizhnevartovsk,RU,2021-07-22 06:47:39,60.9344,76.5531,73.42,73,40,8.95
500,Maua,BR,2021-07-22 06:47:40,-23.6678,-46.4614,56.35,92,0,2.51
501,Pedernales,DO,2021-07-22 06:47:40,18.0384,-71.744,79.74,73,12,4.41
502,Fazilka,IN,2021-07-22 06:47:41,30.4,74.0333,94.37,47,76,0.74
503,Strezhevoy,RU,2021-07-22 06:47:41,60.7333,77.5889,73.38,64,72,12.66
504,Miandrivazo,MG,2021-07-22 06:47:42,-19.5167,45.4667,81.05,40,0,1.5
505,Alhaurin El Grande,ES,2021-07-22 06:47:42,36.643,-4.6873,81.39,49,0,4.61
506,Mayo,US,2021-07-22 06:46:10,38.8876,-76.5119,73.44,85,0,1.01
507,Riberalta,BO,2021-07-22 06:47:43,-10.9833,-66.1,64.22,58,0,1.97
508,Kuvandyk,RU,2021-07-22 06:47:43,51.4781,57.3552,91.63,30,5,9.13
509,Lieksa,FI,2021-07-22 06:47:44,63.3167,30.0167,54.59,85,100,15.03
510,Karasjok,NO,2021-07-22 06:47:45,69.4719,25.5112,44.71,87,100,16.06
511,Tuy Hoa,VN,2021-07-22 06:47:45,13.0833,109.3,92.66,48,98,14.2
512,Red Deer,CA,2021-07-22 06:47:46,52.2668,-113.802,61.05,82,40,3.44
513,Wattegama,LK,2021-07-22 06:47:46,6.7989,81.4808,90.52,39,100,10.63
514,Panama City,PA,2021-07-22 06:44:42,8.9936,-79.5197,84.06,86,75,2.3
515,Karratha,AU,2021-07-22 06:47:47,-20.7377,116.8463,85.82,31,18,12.68
516,Quatre Cocos,MU,2021-07-22 06:47:47,-20.2078,57.7625,75.09,70,89,18.28
517,Vostok,RU,2021-07-22 06:47:48,46.4856,135.8833,80.98,66,100,2.64
518,Kijang,KR,2021-07-22 06:47:48,35.2442,129.2139,91.13,78,100,16.44
519,Saint-Augustin,CA,2021-07-22 06:47:49,51.226,-58.6502,54.23,68,100,9.1
520,Oneonta,US,2021-07-22 06:44:10,42.4529,-75.0638,58.3,94,0,1.77
521,Miraflores,MX,2021-07-22 06:47:49,19.2167,-98.8083,57.81,92,100,0.38
522,Sulphur,US,2021-07-22 06:47:50,30.2366,-93.3774,76.98,95,1,0.0
523,Santa Juliana,PH,2021-07-22 06:47:50,15.3283,120.4286,77.14,96,100,4.74
524,Sault Sainte Marie,CA,2021-07-22 06:47:39,46.5168,-84.3333,57.76,81,1,0.0
525,Harper,LR,2021-07-22 06:47:51,4.375,-7.7169,76.17,83,84,8.41
526,Chongoyape,PE,2021-07-22 06:47:52,-6.6406,-79.3892,67.84,79,14,1.54
527,Mangai,CD,2021-07-22 06:47:52,-4.05,19.5333,81.68,27,86,3.24
528,Winnemucca,US,2021-07-22 06:47:52,40.973,-117.7357,74.1,18,1,11.5
529,Poltava,UA,2021-07-22 06:47:53,49.5937,34.5407,71.53,55,100,14.43
530,Tongliao,CN,2021-07-22 06:47:53,43.6125,122.2653,94.21,36,94,16.22
531,Sorrento,IT,2021-07-22 06:47:54,40.626,14.3744,84.25,48,0,0.0
532,Birin,NP,2021-07-22 06:47:54,26.8865,88.0718,75.16,69,90,4.29
533,Bolshaya Rechka,RU,2021-07-22 06:47:55,51.9503,104.7355,80.87,58,20,5.21
534,Kahului,US,2021-07-22 06:47:55,20.8947,-156.47,77.02,79,1,14.97
535,La Seyne-Sur-Mer,FR,2021-07-22 06:47:56,43.0982,5.8847,79.92,86,3,1.01
536,Mbarara,UG,2021-07-22 06:47:57,-0.608,30.65,76.17,35,9,9.78
537,Cavalcante,BR,2021-07-22 06:47:57,-13.7975,-47.4583,63.14,55,0,5.03
538,Fort Nelson,CA,2021-07-22 06:47:58,58.8053,-122.7002,56.79,94,90,4.61
539,Esmeralda,CU,2021-07-22 06:47:58,21.8525,-78.1169,78.04,93,3,6.04
540,Aykhal,RU,2021-07-22 06:47:59,66.0,111.5,68.81,54,22,7.38
541,Takoradi,GH,2021-07-22 06:47:59,4.8845,-1.7554,75.97,83,100,4.0
542,Penugonda,IN,2021-07-22 06:47:59,16.6667,81.7333,80.98,92,100,13.91
543,Leshukonskoye,RU,2021-07-22 06:48:00,64.8989,45.7622,57.09,52,100,7.96
544,Amga,RU,2021-07-22 06:48:00,60.8953,131.9608,82.13,31,16,9.86
545,Brokopondo,SR,2021-07-22 06:48:01,4.75,-55.1667,75.87,91,68,7.23
546,Guarapari,BR,2021-07-22 06:48:01,-20.6667,-40.4975,62.49,87,0,3.6
547,Romny,UA,2021-07-22 06:48:02,50.751,33.4747,69.03,60,17,14.97
548,Martinsburg,US,2021-07-22 06:48:02,39.4562,-77.9639,68.14,72,2,3.22
549,Kaeo,NZ,2021-07-22 06:48:03,-35.1,173.7833,55.33,89,100,4.88
550,Price,US,2021-07-22 06:44:42,39.5994,-110.8107,74.46,43,40,0.0
551,Madimba,TZ,2021-07-22 06:48:04,-10.4,40.3333,74.52,94,20,11.5
552,Zhigansk,RU,2021-07-22 06:48:04,66.7697,123.3711,70.86,41,100,5.44
553,Ryotsu,JP,2021-07-22 06:48:04,38.0833,138.4333,84.16,81,20,9.53
554,Sterling,US,2021-07-22 06:47:15,39.0062,-77.4286,70.97,88,40,0.0
555,Kismayo,SO,2021-07-22 06:48:05,-0.3582,42.5454,80.82,68,11,17.74
556,Coolum Beach,AU,2021-07-22 06:48:06,-26.5333,153.1,60.33,74,4,3.13
557,Tabuk,PH,2021-07-22 06:48:06,17.4189,121.4443,83.82,74,100,3.49
558,Nefteyugansk,RU,2021-07-22 06:48:07,61.0998,72.6035,71.85,47,100,10.45
559,Shelburne,CA,2021-07-22 06:48:07,44.0787,-80.2041,58.89,73,48,6.96
560,Beira,MZ,2021-07-22 06:48:08,-19.8436,34.8389,68.09,100,40,3.0
561,Hailar,CN,2021-07-22 06:48:08,49.2,119.7,83.73,60,100,8.01
562,Jaru,BR,2021-07-22 06:48:09,-10.4389,-62.4664,68.65,59,0,3.78
563,Buala,SB,2021-07-22 06:48:10,-8.145,159.5921,81.05,82,19,6.78
564,Vestmanna,FO,2021-07-22 06:48:10,62.1564,-7.1664,50.92,100,75,9.22
565,Dicabisagan,PH,2021-07-22 06:48:11,17.0818,122.4157,82.89,79,100,6.11
566,Navirai,BR,2021-07-22 06:48:11,-23.065,-54.1906,53.11,43,0,4.34
567,Cristalina,BR,2021-07-22 06:48:12,-16.7686,-47.6136,57.61,63,0,5.26
568,Mushie,CD,2021-07-22 06:48:12,-3.0167,16.9,81.3,38,53,5.12
569,Xinmin,CN,2021-07-22 06:48:13,41.9908,122.8253,90.28,58,100,6.93
570,Catamarca,AR,2021-07-22 06:48:13,-28.4696,-65.7852,60.58,51,100,1.99
571,Jablanica,BA,2021-07-22 06:48:14,43.6603,17.7617,73.53,49,0,6.85
572,Salinas,US,2021-07-22 06:45:24,36.6777,-121.6555,62.65,82,75,8.05
573,Roebourne,AU,2021-07-22 06:48:15,-20.7833,117.1333,86.56,30,49,9.44
574,Anjar,IN,2021-07-22 06:48:15,23.1333,70.0167,87.53,66,100,17.4
